Time (s),Ay (m/s²),Fᵧ (N)
14.904999732971191,-8.217082023620605,0.1396302431821823
14.90999984741211,-8.096776962280273,0.1688510775566101
14.914999961853027,-7.907708168029785,0.1985214799642563
14.920000076293945,-7.7317094802856445,0.2272927612066269
14.925000190734863,-7.591715335845947,0.25336673855781555
14.930000305175781,-7.437123775482178,0.28213801980018616
14.9350004196167,-7.271824836730957,0.3131570816040039
14.9399995803833,-7.094135761260986,0.34417614340782166
14.944999694824219,-6.9203200340271,0.36980053782463074
14.949999809265137,-6.797461986541748,0.39272767305374146
14.954999923706055,-6.731719970703125,0.41655391454696655
14.960000038146973,-6.616740703582764,0.4403800964355469
14.96500015258789,-6.442817211151123,0.464206337928772
14.970000267028809,-6.339299201965332,0.48533526062965393
14.975000381469727,-6.204156875610352,0.5064641833305359
14.979999542236328,-6.131428241729736,0.5284921526908875
14.984999656677246,-6.000049114227295,0.548272430896759
14.989999771118164,-5.923826694488525,0.5640068054199219
14.994999885559082,-5.841617584228516,0.5788419842720032
15,-5.7824530601501465,0.5932275652885437
15.005000114440918,-5.732867240905762,0.6080628037452698
15.010000228881836,-5.639954566955566,0.6255953311920166
15.015000343322754,-5.585886001586914,0.6368340849876404
15.020000457763672,-5.491581439971924,0.6444764733314514
15.024999618530273,-5.470116138458252,0.6548161506652832
15.029999732971191,-5.395735740661621,0.6665045022964478
15.03499984741211,-5.365743160247803,0.6750459671020508
15.039999961853027,-5.331284523010254,0.6831378936767578
15.045000076293945,-5.324374675750732,0.6871838569641113
15.050000190734863,-5.313702583312988,0.6894316077232361
15.055000305175781,-5.290817737579346,0.6889820694923401
15.0600004196167,-5.286386489868164,0.6862847805023193
15.0649995803833,-5.3192524909973145,0.6871838569641113
15.069999694824219,-5.328494071960449,0.6889820694923401
15.074999809265137,-5.350322723388672,0.6880829930305481
15.079999923706055,-5.403454780578613,0.6831378936767578
15.085000038146973,-5.389867305755615,0.6786423921585083
15.09000015258789,-5.428635120391846,0.671899139881134
15.095000267028809,-5.478621482849121,0.6620090007781982
15.100000381469727,-5.549928665161133,0.6498710513114929
15.104999542236328,-5.66864013671875,0.6381827592849731
15.109999656677246,-5.71137809753418,0.6269439458847046
15.114999771118164,-5.778634071350098,0.613906979560852
15.119999885559082,-5.837857246398926,0.598172664642334
15.125,-5.944163799285889,0.5828879475593567
15.130000114440918,-6.0235395431518555,0.5698509216308594
15.135000228881836,-6.1289825439453125,0.5509697794914246
15.140000343322754,-6.2523908615112305,0.531639039516449
15.145000457763672,-6.321999549865723,0.5132074356079102
15.149999618530273,-6.441749572753906,0.4916289746761322
15.154999732971191,-6.591426372528076,0.4673531949520111
15.15999984741211,-6.704888343811035,0.4444260895252228
15.164999961853027,-6.800676345825195,0.4201503098011017
15.170000076293945,-7.0000691413879395,0.3945258855819702
15.175000190734863,-7.122175216674805,0.36845189332962036
15.180000305175781,-7.241273880004883,0.34462565183639526
15.1850004196167,-7.394153118133545,0.32079944014549255
15.1899995803833,-7.60184907913208,0.29247769713401794
15.194999694824219,-7.736342430114746,0.26190823316574097
15.199999809265137,-7.881838798522949,0.2313387095928192
15.204999923706055,-8.011968612670898,0.20391607284545898
15.210000038146973,-8.20258617401123,0.17469525337219238
15.21500015258789,-8.387234687805176,0.14322665333747864
15.220000267028809,-8.573287010192871,0.1108589693903923
15.225000381469727,-8.708889961242676,0.0771426185965538
15.229999542236328,-8.878016471862793,0.044325362890958786
15.234999656677246,-9.106710433959961,0.012856772169470787
15.239999771118164,-9.3082857131958,-0.01861182041466236
15.244999885559082,-9.468544960021973,-0.05097951367497444
15.25,-9.604085922241211,-0.08334721624851227
15.255000114440918,-9.727374076843262,-0.11391671001911163
15.260000228881836,-9.951430320739746,-0.14628441631793976
15.265000343322754,-10.14051342010498,-0.18134942650794983
15.270000457763672,-10.301243782043457,-0.22810272872447968
15.274999618530273,-10.716164588928223,-0.2802506685256958
15.279999732971191,-11.030197143554688,-0.30632463097572327
15.28499984741211,-10.911491394042969,-0.3094714879989624
15.289999961853027,-11.04461669921875,-0.3243066966533661
15.295000076293945,-11.17761516571045,-0.3566744327545166
15.300000190734863,-11.395124435424805,-0.3858952522277832
15.305000305175781,-11.503751754760742,-0.4115196764469147
15.3100004196167,-11.632067680358887,-0.4384927749633789
15.3149995803833,-11.765268325805664,-0.46996140480041504
15.319999694824219,-11.933393478393555,-0.5009804368019104
15.324999809265137,-12.12888240814209,-0.5302013158798218
15.329999923706055,-12.276060104370117,-0.5571743249893188
15.335000038146973,-12.437079429626465,-0.5827988386154175
15.34000015258789,-12.590620994567871,-0.6088727116584778
15.345000267028809,-12.759130477905273,-0.6344971060752869
15.350000381469727,-12.929301261901855,-0.658772885799408
15.354999542236328,-13.013809204101562,-0.6821495890617371
15.359999656677246,-13.124293327331543,-0.7059757113456726
15.364999771118164,-13.250458717346191,-0.7257559895515442
